OCCUR_DATE,BORO,STATISTICAL_MURDER_FLAG,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,Latitude,Longitude
8/23/2020,BRONX,FALSE,18-24,F,WHITE HISPANIC,40.86948245,-73.88625325
8/23/2020,BRONX,FALSE,45-64,M,WHITE HISPANIC,40.84500971,-73.87947894
8/23/2020,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.87524528,-73.85106234
8/22/2020,BRONX,FALSE,25-44,M,BLACK,40.88455645,-73.83233845
8/22/2020,QUEENS,TRUE,25-44,M,BLACK,40.72160822,-73.75867648
8/22/2020,BRONX,FALSE,25-44,M,BLACK,40.827795,-73.89900251
8/22/2020,QUEENS,TRUE,25-44,M,BLACK,40.72160822,-73.75867648
8/22/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.6519466,-73.92939471
8/22/2020,QUEENS,FALSE,25-44,M,BLACK,40.70617887,-73.75806147
8/22/2020,QUEENS,FALSE,25-44,M,BLACK,40.71054795,-73.75550581
8/22/2020,BROOKLYN,TRUE,18-24,M,BLACK,40.57462754,-73.99197122
8/22/2020,MANHATTAN,FALSE,18-24,F,BLACK,40.80518732,-73.94921933
8/22/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.67873124,-73.9529883
8/22/2020,MANHATTAN,FALSE,18-24,F,BLACK,40.79315334,-73.93749791
8/22/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.65422368,-73.91156363
8/22/2020,BRONX,FALSE,25-44,M,BLACK,40.85395,-73.9146777
8/22/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.6980793,-73.94531657
8/22/2020,BRONX,FALSE,18-24,M,BLACK HISPANIC,40.80468209,-73.88582216
8/22/2020,BROOKLYN,FALSE,25-44,M,WHITE,40.68419426,-73.91608565
8/22/2020,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.827795,-73.89900251
8/22/2020,BRONX,TRUE,25-44,F,WHITE HISPANIC,40.81888064,-73.91927039
8/21/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.68674923,-73.94604047
8/21/2020,BROOKLYN,FALSE,65+,F,BLACK,40.67466236,-73.87711856
8/21/2020,BROOKLYN,FALSE,18-24,F,BLACK,40.65272388,-73.93150126
8/21/2020,BRONX,FALSE,18-24,F,BLACK,40.81786546,-73.88799389
8/21/2020,BRONX,TRUE,25-44,M,BLACK,40.8460207,-73.88838021
8/21/2020,BROOKLYN,FALSE,45-64,M,BLACK,40.65272388,-73.93150126
8/21/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.69979933,-73.98373211
8/21/2020,BRONX,FALSE,25-44,M,BLACK,40.8460207,-73.88838021
8/21/2020,BRONX,FALSE,25-44,M,BLACK,40.81786546,-73.88799389
8/21/2020,BRONX,FALSE,45-64,M,BLACK HISPANIC,40.8460207,-73.88838021
8/21/2020,BRONX,TRUE,45-64,M,BLACK HISPANIC,40.8460207,-73.88838021
8/21/2020,BRONX,FALSE,18-24,M,WHITE,40.88086877,-73.88405949
8/21/2020,BROOKLYN,FALSE,25-44,M,WHITE HISPANIC,40.57599182,-73.99060585
8/21/2020,BRONX,TRUE,25-44,M,WHITE HISPANIC,40.84813287,-73.89927412
8/21/2020,BRONX,FALSE,45-64,M,WHITE HISPANIC,40.8460207,-73.88838021
8/21/2020,BRONX,TRUE,45-64,M,WHITE HISPANIC,40.8460207,-73.88838021
8/20/2020,MANHATTAN,FALSE,25-44,M,BLACK,40.81762974,-73.93838829
8/20/2020,BROOKLYN,TRUE,18-24,M,BLACK,40.68940449,-73.98111723
8/20/2020,MANHATTAN,FALSE,25-44,M,BLACK,40.82385935,-73.94930354
8/20/2020,BROOKLYN,FALSE,18-24,F,BLACK,40.68196825,-73.98236818
8/19/2020,BROOKLYN,TRUE,25-44,M,BLACK,40.6536302,-73.96167933
8/19/2020,MANHATTAN,TRUE,25-44,M,BLACK,40.81756619,-73.9382339
8/19/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.6536302,-73.96167933
8/19/2020,BROOKLYN,TRUE,18-24,M,BLACK,40.6536302,-73.96167933
8/19/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.6536302,-73.96167933
8/19/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.6511497,-73.89503881
8/19/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.662977,-73.93451149
8/19/2020,MANHATTAN,FALSE,25-44,M,BLACK,40.8053652,-73.93766299
8/19/2020,QUEENS,FALSE,25-44,M,BLACK,40.70059059,-73.8077432
8/19/2020,QUEENS,FALSE,<18,M,BLACK,40.70059059,-73.8077432
8/19/2020,QUEENS,FALSE,25-44,M,BLACK,40.71319352,-73.76703953
8/19/2020,BRONX,FALSE,45-64,F,WHITE HISPANIC,40.82284441,-73.90364407
8/18/2020,MANHATTAN,FALSE,18-24,M,BLACK,40.81882385,-73.9412364
8/18/2020,QUEENS,FALSE,45-64,M,BLACK,40.7594507,-73.93357514
8/18/2020,QUEENS,FALSE,18-24,M,BLACK,40.7594507,-73.93357514
8/18/2020,MANHATTAN,FALSE,25-44,M,BLACK,40.81882385,-73.9412364
8/18/2020,QUEENS,FALSE,45-64,M,BLACK,40.7594507,-73.93357514
8/18/2020,QUEENS,FALSE,18-24,M,BLACK,40.7594507,-73.93357514
8/18/2020,MANHATTAN,FALSE,25-44,M,BLACK,40.83294228,-73.93543192
8/18/2020,BROOKLYN,TRUE,18-24,M,BLACK,40.65635226,-73.92136733
8/18/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.68354945,-73.98849452
8/17/2020,MANHATTAN,FALSE,25-44,M,BLACK,40.79241056,-73.97242819
8/17/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.67080163,-73.87470747
8/17/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.66880795,-73.86741449
8/17/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.67551359,-73.90115849
8/17/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.67551359,-73.90115849
8/17/2020,BRONX,FALSE,25-44,M,BLACK,40.88637483,-73.83431303
8/17/2020,BROOKLYN,TRUE,25-44,M,WHITE HISPANIC,40.68049852,-73.93506957
8/16/2020,QUEENS,FALSE,25-44,M,BLACK,40.67458962,-73.80393818
8/16/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.66367963,-73.91212399
8/16/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.67154448,-73.95765812
8/16/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.67552119,-73.97040626
8/16/2020,BROOKLYN,TRUE,45-64,M,BLACK,40.65487967,-73.96190341
8/16/2020,BRONX,FALSE,18-24,M,BLACK,40.82406553,-73.90258454
8/16/2020,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.84646965,-73.83300213
8/15/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.66912568,-73.9057075
8/15/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.66912568,-73.9057075
8/15/2020,BRONX,FALSE,18-24,M,BLACK,40.8679087,-73.86778358
8/15/2020,BROOKLYN,TRUE,25-44,M,BLACK,40.64148946,-73.93991657
8/15/2020,BRONX,FALSE,18-24,M,BLACK,40.8679087,-73.86778358
8/15/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.63581627,-73.95830028
8/15/2020,BRONX,FALSE,<18,M,BLACK,40.83489065,-73.88923728
8/15/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.63685011,-73.89596094
8/15/2020,BRONX,FALSE,18-24,M,BLACK,40.85026158,-73.88874111
8/15/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.63962252,-73.91784983
8/15/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.67528058,-73.92046041
8/15/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.67278551,-73.86647357
8/15/2020,QUEENS,FALSE,18-24,M,BLACK,40.59903651,-73.75616486
8/15/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.64831605,-73.89746246
8/15/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.67939476,-73.94498285
8/15/2020,BRONX,TRUE,25-44,M,BLACK,40.82020428,-73.86363876
8/15/2020,MANHATTAN,FALSE,25-44,M,BLACK,40.78673087,-73.94113066
8/15/2020,BRONX,FALSE,18-24,M,BLACK,40.84531615,-73.8897501
8/15/2020,BROOKLYN,FALSE,45-64,F,BLACK,40.67278551,-73.86647357
8/15/2020,MANHATTAN,TRUE,25-44,M,BLACK,40.81029642,-73.94549079
8/15/2020,QUEENS,TRUE,25-44,M,BLACK,40.68107519,-73.75369171
8/15/2020,MANHATTAN,FALSE,25-44,M,BLACK HISPANIC,40.85340047,-73.92984395
8/15/2020,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.80653857,-73.9189115
8/15/2020,MANHATTAN,FALSE,25-44,M,WHITE HISPANIC,40.75144982,-73.97605054
8/14/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.67604874,-73.95660526
8/14/2020,QUEENS,FALSE,25-44,M,BLACK,40.70020638,-73.79115994
8/14/2020,MANHATTAN,FALSE,45-64,M,BLACK,40.7997526,-73.95124318
8/14/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.63793594,-73.95670391
8/14/2020,QUEENS,FALSE,18-24,F,BLACK,40.66056499,-73.75035324
8/14/2020,QUEENS,FALSE,18-24,M,BLACK,40.66056499,-73.75035324
8/14/2020,QUEENS,FALSE,25-44,M,BLACK,40.58775026,-73.80986826
8/14/2020,BROOKLYN,TRUE,25-44,M,BLACK,40.6536302,-73.96167933
8/14/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.67862267,-73.87713425
8/14/2020,QUEENS,FALSE,45-64,M,BLACK,40.69459303,-73.7934742
8/14/2020,MANHATTAN,FALSE,25-44,F,BLACK,40.7997526,-73.95124318
8/14/2020,QUEENS,FALSE,45-64,F,BLACK,40.69459303,-73.7934742
8/14/2020,QUEENS,FALSE,25-44,M,WHITE HISPANIC,40.74754388,-73.88485542
8/14/2020,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.87565023,-73.90835443
8/14/2020,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.82208386,-73.89032897
8/13/2020,BRONX,FALSE,<18,M,BLACK,40.85518176,-73.89710062
8/13/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.66191347,-73.88021885
8/13/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.65809568,-73.95326527
8/13/2020,BROOKLYN,TRUE,25-44,M,BLACK,40.67511092,-73.96826051
8/13/2020,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.82147191,-73.90527915
8/13/2020,BROOKLYN,FALSE,45-64,M,WHITE HISPANIC,40.67765465,-73.91311729
8/12/2020,BROOKLYN,TRUE,25-44,M,BLACK,40.67423296,-73.93200055
8/12/2020,BROOKLYN,TRUE,25-44,M,BLACK,40.66604187,-73.90696537
8/12/2020,BRONX,FALSE,45-64,M,BLACK,40.85109765,-73.90803063
8/12/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.63768786,-73.91191591
8/12/2020,BROOKLYN,FALSE,<18,M,BLACK,40.63768786,-73.91191591
8/12/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.66248703,-73.92451712
8/12/2020,BRONX,FALSE,25-44,M,BLACK HISPANIC,40.8146112,-73.91395615
8/12/2020,BROOKLYN,FALSE,18-24,M,WHITE HISPANIC,40.69969442,-73.9816927
8/11/2020,BROOKLYN,FALSE,45-64,M,BLACK,40.68326216,-73.98363429
8/11/2020,BRONX,FALSE,25-44,M,BLACK,40.83321756,-73.92755587
8/11/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.63752039,-73.95757207
8/11/2020,BRONX,FALSE,18-24,M,BLACK,40.83321756,-73.92755587
8/11/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.69969442,-73.9816927
8/11/2020,BROOKLYN,TRUE,18-24,M,WHITE,40.59221527,-73.93549972
8/11/2020,BROOKLYN,TRUE,18-24,M,WHITE,40.59221527,-73.93549972
8/11/2020,BRONX,FALSE,<18,F,WHITE HISPANIC,40.83096765,-73.89311325
8/11/2020,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.81011124,-73.90711598
8/10/2020,STATEN ISLAND,FALSE,25-44,M,BLACK,40.6312272,-74.1652854
8/10/2020,STATEN ISLAND,FALSE,18-24,M,BLACK,40.6312272,-74.1652854
8/10/2020,STATEN ISLAND,FALSE,18-24,M,BLACK,40.6312272,-74.1652854
8/10/2020,STATEN ISLAND,FALSE,25-44,M,BLACK,40.6312272,-74.1652854
8/10/2020,QUEENS,FALSE,25-44,M,BLACK,40.71368653,-73.7357534
8/10/2020,BRONX,FALSE,<18,F,BLACK,40.84588204,-73.88617614
8/10/2020,BRONX,FALSE,18-24,M,BLACK,40.84588204,-73.88617614
8/9/2020,QUEENS,FALSE,18-24,M,BLACK,40.74084578,-73.87592946
8/9/2020,QUEENS,TRUE,25-44,M,BLACK,40.66121277,-73.76380187
8/9/2020,BRONX,FALSE,45-64,M,BLACK,40.85238251,-73.91351532
8/9/2020,MANHATTAN,FALSE,18-24,M,BLACK,40.81339817,-73.95626012
8/9/2020,MANHATTAN,FALSE,25-44,M,BLACK,40.816004,-73.94131882
8/9/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.69050475,-73.95900462
8/9/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.69050475,-73.95900462
8/9/2020,MANHATTAN,FALSE,18-24,M,BLACK,40.72128533,-73.97778942
8/9/2020,BROOKLYN,TRUE,45-64,M,BLACK,40.66850347,-73.9255994
8/9/2020,QUEENS,TRUE,18-24,M,WHITE,40.75666639,-73.9439501
8/9/2020,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.82997091,-73.8785416
8/9/2020,BRONX,FALSE,18-24,F,WHITE HISPANIC,40.80649391,-73.88678013
8/9/2020,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.81139179,-73.92231532
8/8/2020,BRONX,TRUE,25-44,M,BLACK,40.82211655,-73.90061308
8/8/2020,BRONX,FALSE,25-44,M,BLACK,40.81588297,-73.92569115
8/8/2020,BRONX,TRUE,25-44,M,BLACK,40.82211655,-73.90061308
8/8/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.6775789,-73.91175236
8/8/2020,BROOKLYN,TRUE,25-44,M,BLACK,40.67162361,-73.9252886
8/8/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.65272713,-73.94832245
8/7/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.67787842,-73.93731324
8/7/2020,BRONX,FALSE,25-44,M,BLACK HISPANIC,40.85743014,-73.89369634
8/7/2020,BRONX,FALSE,18-24,F,BLACK HISPANIC,40.81816612,-73.9062442
8/6/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.64633159,-73.95865564
8/6/2020,BROOKLYN,FALSE,45-64,F,BLACK,40.65928088,-73.91489041
8/6/2020,BROOKLYN,TRUE,25-44,M,BLACK,40.64633159,-73.95865564
8/6/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.64633159,-73.95865564
8/6/2020,BROOKLYN,TRUE,18-24,M,BLACK,40.64633159,-73.95865564
8/6/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.63870617,-73.94682044
8/6/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.63722346,-73.91262812
8/6/2020,MANHATTAN,FALSE,18-24,M,BLACK HISPANIC,40.81339615,-73.94510442
8/6/2020,QUEENS,TRUE,18-24,M,WHITE,40.69627853,-73.85456441
8/6/2020,QUEENS,FALSE,18-24,M,WHITE,40.69627853,-73.85456441
8/5/2020,BROOKLYN,FALSE,25-44,F,BLACK,40.5797808,-73.9984251
8/5/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.66451547,-73.90659127
8/5/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.67043124,-73.91983714
8/5/2020,QUEENS,FALSE,18-24,M,BLACK HISPANIC,40.69888429,-73.906952
8/5/2020,QUEENS,FALSE,25-44,F,BLACK HISPANIC,40.69888429,-73.906952
8/4/2020,QUEENS,FALSE,18-24,F,BLACK,40.6965923,-73.78348808
8/4/2020,MANHATTAN,FALSE,18-24,M,BLACK,40.75674302,-73.99450144
8/3/2020,MANHATTAN,FALSE,18-24,M,BLACK,40.82883982,-73.9375265
8/3/2020,BRONX,FALSE,25-44,M,BLACK,40.81844285,-73.86854075
8/3/2020,BRONX,FALSE,18-24,F,BLACK,40.81844285,-73.86854075
8/3/2020,QUEENS,FALSE,18-24,M,BLACK,40.67664825,-73.77692895
8/3/2020,QUEENS,FALSE,18-24,M,BLACK,40.67664825,-73.77692895
8/3/2020,BROOKLYN,FALSE,<18,M,BLACK,40.66151684,-73.91057853
8/3/2020,QUEENS,FALSE,25-44,M,BLACK,40.75627441,-73.94501433
8/3/2020,BROOKLYN,FALSE,45-64,F,BLACK,40.66151684,-73.91057853
8/3/2020,BRONX,FALSE,45-64,M,BLACK,40.8714492,-73.8671587
8/3/2020,BROOKLYN,FALSE,<18,M,BLACK,40.64085442,-73.95820727
8/3/2020,QUEENS,FALSE,18-24,F,BLACK,40.66640594,-73.75247389
8/3/2020,BRONX,FALSE,25-44,M,BLACK,40.81035186,-73.92494233
8/3/2020,BROOKLYN,FALSE,25-44,F,BLACK,40.66151684,-73.91057853
8/3/2020,BROOKLYN,FALSE,45-64,F,BLACK,40.64085442,-73.95820727
8/3/2020,BRONX,FALSE,25-44,M,BLACK HISPANIC,40.81035186,-73.92494233
8/3/2020,BRONX,FALSE,25-44,F,BLACK HISPANIC,40.81035186,-73.92494233
8/3/2020,BRONX,FALSE,18-24,M,BLACK HISPANIC,40.81035186,-73.92494233
8/2/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.64946865,-73.95848319
8/2/2020,QUEENS,FALSE,18-24,M,BLACK,40.59404857,-73.75320346
8/2/2020,BRONX,FALSE,25-44,M,BLACK,40.88170471,-73.86210746
8/2/2020,BRONX,TRUE,45-64,M,BLACK,40.84774449,-73.89187883
8/2/2020,BROOKLYN,FALSE,25-44,F,BLACK,40.66232486,-73.88908678
8/2/2020,MANHATTAN,FALSE,<18,M,BLACK,40.78673087,-73.94113066
8/2/2020,BRONX,FALSE,25-44,M,BLACK,40.86389947,-73.89155295
8/2/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.66232486,-73.88908678
8/2/2020,BROOKLYN,FALSE,45-64,M,BLACK,40.68815438,-73.94685696
8/2/2020,BRONX,FALSE,25-44,M,BLACK,40.83286256,-73.88624358
8/2/2020,BROOKLYN,FALSE,18-24,F,BLACK,40.63738645,-73.94911012
8/2/2020,BROOKLYN,FALSE,45-64,M,BLACK,40.67666246,-73.92481315
8/2/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.70556402,-73.92657875
8/2/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.63738645,-73.94911012
8/2/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.65077583,-73.93320605
8/2/2020,BROOKLYN,FALSE,18-24,M,WHITE HISPANIC,40.72521318,-73.93131288
8/1/2020,BRONX,TRUE,25-44,M,BLACK,40.87119424,-73.85317419
8/1/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.68189485,-73.91979452
8/1/2020,QUEENS,FALSE,25-44,M,BLACK,40.70617887,-73.75806147
8/1/2020,QUEENS,TRUE,25-44,M,BLACK,40.60666426,-73.75615095
8/1/2020,QUEENS,FALSE,25-44,M,BLACK,40.70179857,-73.80840197
8/1/2020,BRONX,FALSE,18-24,M,BLACK,40.80817083,-73.92652337
7/31/2020,BRONX,TRUE,18-24,M,BLACK,40.81670315,-73.86522743
7/31/2020,BROOKLYN,FALSE,<18,M,BLACK,40.69639299,-73.97739021
7/31/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.66052661,-73.91715617
7/31/2020,BRONX,FALSE,25-44,M,BLACK HISPANIC,40.81351149,-73.91767991
7/31/2020,BRONX,FALSE,<18,M,WHITE HISPANIC,40.85352883,-73.90272055
7/31/2020,BRONX,FALSE,<18,M,WHITE HISPANIC,40.85352883,-73.90272055
7/30/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.69612787,-73.93616913
7/30/2020,MANHATTAN,FALSE,45-64,M,BLACK,40.81316797,-73.95035008
7/29/2020,BRONX,FALSE,18-24,M,BLACK,40.8327149,-73.90505287
7/29/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.70964447,-73.94209575
7/29/2020,BROOKLYN,FALSE,<18,M,BLACK,40.65858282,-73.91421529
7/28/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.64313596,-73.95066757
7/28/2020,MANHATTAN,FALSE,25-44,M,BLACK,40.82123774,-73.9430943
7/28/2020,MANHATTAN,FALSE,25-44,M,BLACK,40.82123774,-73.9430943
7/28/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.67467685,-73.94020708
7/28/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.6619642,-73.88991189
7/28/2020,BROOKLYN,FALSE,25-44,M,BLACK HISPANIC,40.6619642,-73.88991189
7/28/2020,BROOKLYN,FALSE,25-44,M,WHITE HISPANIC,40.64633911,-74.0108362
7/28/2020,BROOKLYN,FALSE,25-44,M,WHITE HISPANIC,40.64633911,-74.0108362
7/28/2020,BROOKLYN,FALSE,25-44,M,WHITE HISPANIC,40.64633911,-74.0108362
7/28/2020,MANHATTAN,FALSE,18-24,M,WHITE HISPANIC,40.79585674,-73.94787186
7/27/2020,BRONX,FALSE,25-44,M,BLACK,40.83797929,-73.90714754
7/27/2020,QUEENS,FALSE,18-24,M,BLACK,40.67834916,-73.75437958
7/27/2020,BROOKLYN,FALSE,<18,M,BLACK,40.66972202,-73.87684378
7/27/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.67824193,-73.89550925
7/27/2020,QUEENS,FALSE,25-44,M,BLACK,40.59368542,-73.75907128
7/27/2020,BROOKLYN,TRUE,25-44,M,BLACK,40.64181965,-73.93465567
7/27/2020,MANHATTAN,FALSE,25-44,M,BLACK,40.81390372,-73.95671724
7/27/2020,STATEN ISLAND,FALSE,25-44,M,BLACK,40.6382417,-74.11614969
7/27/2020,BRONX,FALSE,18-24,M,BLACK HISPANIC,40.84266605,-73.88894807
7/27/2020,BROOKLYN,FALSE,18-24,F,BLACK HISPANIC,40.66972202,-73.87684378
7/27/2020,MANHATTAN,FALSE,25-44,M,WHITE HISPANIC,40.79191575,-73.94547898
7/26/2020,BROOKLYN,TRUE,<18,M,BLACK,40.67824193,-73.89550925
7/26/2020,STATEN ISLAND,FALSE,25-44,M,BLACK,40.61549182,-74.08165668
7/26/2020,BROOKLYN,FALSE,<18,M,BLACK,40.67824193,-73.89550925
7/26/2020,BROOKLYN,TRUE,<18,M,BLACK,40.67824193,-73.89550925
7/26/2020,BROOKLYN,FALSE,<18,M,BLACK,40.67824193,-73.89550925
7/26/2020,BROOKLYN,FALSE,<18,M,BLACK,40.6845322,-73.95227458
7/26/2020,QUEENS,TRUE,25-44,M,BLACK,40.68764156,-73.85783139
7/26/2020,BRONX,TRUE,25-44,M,BLACK,40.86600527,-73.87043953
7/26/2020,BRONX,FALSE,25-44,M,BLACK,40.82315486,-73.92156677
7/26/2020,BROOKLYN,TRUE,25-44,M,BLACK,40.64064912,-73.96337288
7/26/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.61320195,-73.92629855
7/26/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.67897093,-73.88773189
7/26/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.68091847,-73.93809614
7/26/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.66397461,-73.87795377
7/26/2020,STATEN ISLAND,TRUE,25-44,M,BLACK,40.6126147,-74.08312289
7/26/2020,BROOKLYN,FALSE,<18,M,BLACK HISPANIC,40.67824193,-73.89550925
7/26/2020,BROOKLYN,TRUE,<18,M,BLACK HISPANIC,40.67824193,-73.89550925
7/26/2020,BROOKLYN,FALSE,<18,M,BLACK HISPANIC,40.67824193,-73.89550925
7/26/2020,BROOKLYN,TRUE,<18,M,BLACK HISPANIC,40.67824193,-73.89550925
7/26/2020,BRONX,FALSE,18-24,M,WHITE,40.85071487,-73.8841997
7/26/2020,BRONX,TRUE,18-24,M,WHITE,40.85071487,-73.8841997
7/26/2020,BROOKLYN,FALSE,18-24,M,WHITE HISPANIC,40.67824193,-73.89550925
7/26/2020,BROOKLYN,TRUE,18-24,M,WHITE HISPANIC,40.67824193,-73.89550925
7/26/2020,BROOKLYN,FALSE,18-24,M,WHITE HISPANIC,40.67824193,-73.89550925
7/26/2020,BROOKLYN,TRUE,18-24,M,WHITE HISPANIC,40.67824193,-73.89550925
7/26/2020,BROOKLYN,FALSE,25-44,M,WHITE HISPANIC,40.68665967,-73.91313937
7/26/2020,BRONX,TRUE,18-24,M,WHITE HISPANIC,40.85071487,-73.8841997
7/26/2020,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.85071487,-73.8841997
7/26/2020,QUEENS,FALSE,25-44,F,WHITE HISPANIC,40.7431246,-73.95606807
7/25/2020,QUEENS,FALSE,25-44,M,BLACK,40.75627441,-73.94501433
7/25/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.67040278,-73.88832241
7/25/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.67924139,-73.94218704
7/25/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.67792843,-73.92835795
7/25/2020,QUEENS,TRUE,45-64,M,WHITE HISPANIC,40.75498492,-73.94074589
7/25/2020,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.82001401,-73.88697459
7/25/2020,MANHATTAN,TRUE,45-64,M,WHITE HISPANIC,40.79725757,-73.96804133
7/24/2020,BROOKLYN,FALSE,25-44,M,ASIAN / PACIFIC ISLANDER,40.65025286,-73.96241666
7/24/2020,BROOKLYN,FALSE,25-44,F,BLACK,40.65025286,-73.96241666
7/24/2020,BROOKLYN,TRUE,25-44,M,BLACK,40.66830014,-73.9546741
7/24/2020,BROOKLYN,FALSE,<18,M,BLACK,40.67312818,-73.94462864
7/24/2020,BRONX,FALSE,25-44,M,BLACK,40.87201948,-73.84120908
7/24/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.63203868,-73.90123301
7/24/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.6779009,-73.98428342
7/24/2020,BROOKLYN,TRUE,<18,M,BLACK,40.6760525,-73.93461244
7/24/2020,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.86462734,-73.90886967
7/23/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.63752039,-73.95757207
7/22/2020,STATEN ISLAND,TRUE,25-44,M,BLACK,40.63422794,-74.1212282
7/22/2020,BROOKLYN,TRUE,18-24,M,BLACK,40.67632545,-73.92526711
7/22/2020,STATEN ISLAND,TRUE,25-44,M,BLACK,40.64112524,-74.17498719
7/22/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.66821514,-73.93117782
7/21/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.66858447,-73.92697971
7/21/2020,BRONX,FALSE,45-64,M,BLACK,40.88997208,-73.85420305
7/21/2020,QUEENS,FALSE,18-24,M,BLACK,40.66979871,-73.75975703
7/21/2020,BROOKLYN,FALSE,18-24,M,BLACK,40.71809053,-73.96491331
7/21/2020,QUEENS,FALSE,25-44,M,BLACK,40.7431246,-73.95606807
7/20/2020,BROOKLYN,FALSE,65+,F,BLACK,40.67877272,-73.9496644
7/20/2020,BROOKLYN,FALSE,25-44,M,BLACK,40.66778958,-73.90587205
7/20/2020,QUEENS,FALSE,25-44,M,BLACK,40.7431246,-73.95606807
7/20/2020,QUEENS,FALSE,25-44,F,BLACK,40.59596461,-73.77107953
7/20/2020,BRONX,FALSE,<18,M,BLACK,40.86969961,-73.8386466
