OCCUR_DATE,BORO,STATISTICAL_MURDER_FLAG,VIC_AGE_GROUP,VIC_SEX,VIC_RACE,Latitude,Longitude
12/25/2015,MANHATTAN,FALSE,25-44,M,BLACK,40.80473456,-73.95609649
12/25/2015,QUEENS,FALSE,25-44,M,BLACK,40.60219431,-73.74910266
12/25/2015,BRONX,FALSE,25-44,M,BLACK,40.84934074,-73.91792722
12/25/2015,BRONX,FALSE,<18,F,WHITE HISPANIC,40.88205064,-73.85539506
12/24/2015,BRONX,TRUE,<18,M,BLACK,40.85804593,-73.90410121
12/24/2015,BRONX,FALSE,<18,M,BLACK,40.85804593,-73.90410121
12/24/2015,BRONX,TRUE,18-24,M,BLACK,40.85804593,-73.90410121
12/24/2015,BRONX,FALSE,18-24,M,BLACK,40.85804593,-73.90410121
12/24/2015,BRONX,FALSE,18-24,M,BLACK,40.85804593,-73.90410121
12/24/2015,BRONX,TRUE,18-24,M,BLACK,40.85804593,-73.90410121
12/24/2015,BRONX,FALSE,<18,M,BLACK,40.85804593,-73.90410121
12/24/2015,BRONX,TRUE,<18,M,BLACK,40.85804593,-73.90410121
12/23/2015,BRONX,FALSE,25-44,M,BLACK,40.83047775,-73.89615279
12/21/2015,MANHATTAN,FALSE,18-24,M,BLACK,40.79601152,-73.93541062
12/21/2015,BRONX,FALSE,18-24,M,BLACK,40.81251902,-73.9028121
12/20/2015,QUEENS,FALSE,25-44,M,BLACK,40.59646224,-73.77246484
12/20/2015,BROOKLYN,FALSE,25-44,M,WHITE HISPANIC,40.66932891,-73.90433897
12/20/2015,BRONX,TRUE,18-24,M,WHITE HISPANIC,40.86350711,-73.90446458
12/19/2015,QUEENS,FALSE,18-24,M,BLACK,40.67421219,-73.73561914
12/19/2015,BRONX,FALSE,25-44,M,BLACK,40.81630993,-73.90071591
12/19/2015,BROOKLYN,TRUE,18-24,M,BLACK,40.6760525,-73.93461244
12/19/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.6784108,-73.92696084
12/19/2015,MANHATTAN,FALSE,<18,M,BLACK HISPANIC,40.79714362,-73.94596499
12/18/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.63415064,-73.89144982
12/18/2015,BROOKLYN,FALSE,18-24,F,BLACK,40.63415064,-73.89144982
12/17/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.66381556,-73.9004164
12/17/2015,MANHATTAN,FALSE,18-24,M,BLACK,40.8053652,-73.93766299
12/17/2015,BRONX,FALSE,<18,M,BLACK,40.82334915,-73.86525665
12/17/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.68560967,-73.94291302
12/16/2015,MANHATTAN,FALSE,18-24,M,BLACK,40.80044106,-73.95093409
12/16/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.68561205,-73.92660387
12/15/2015,BROOKLYN,FALSE,<18,M,BLACK,40.66361295,-73.91794622
12/15/2015,BRONX,FALSE,25-44,M,BLACK,40.86686969,-73.88610089
12/15/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.67727148,-73.94980839
12/14/2015,STATEN ISLAND,FALSE,25-44,M,BLACK,40.645023,-74.0772173
12/14/2015,STATEN ISLAND,TRUE,25-44,M,BLACK,40.645023,-74.0772173
12/14/2015,QUEENS,FALSE,25-44,M,BLACK,40.69360131,-73.82970656
12/14/2015,BRONX,FALSE,18-24,M,BLACK,40.85111258,-73.93525591
12/14/2015,QUEENS,FALSE,18-24,M,WHITE HISPANIC,40.75197548,-73.86377324
12/14/2015,QUEENS,FALSE,25-44,M,WHITE HISPANIC,40.75197548,-73.86377324
12/14/2015,MANHATTAN,FALSE,25-44,M,WHITE HISPANIC,40.84812835,-73.93088529
12/13/2015,BRONX,FALSE,18-24,M,BLACK,40.88234292,-73.82758107
12/13/2015,BRONX,FALSE,25-44,M,BLACK,40.83665364,-73.90714487
12/13/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.70440669,-73.92383533
12/13/2015,QUEENS,FALSE,25-44,M,BLACK,40.70794308,-73.78556486
12/13/2015,BRONX,FALSE,25-44,M,BLACK,40.88171441,-73.82650482
12/13/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.68786312,-73.94938958
12/13/2015,MANHATTAN,FALSE,18-24,M,WHITE HISPANIC,40.79477779,-73.93941053
12/12/2015,BRONX,FALSE,25-44,M,BLACK,40.85406748,-73.91504919
12/12/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.6126694,-73.91239666
12/12/2015,BROOKLYN,FALSE,18-24,M,WHITE HISPANIC,40.6126694,-73.91239666
12/11/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.69460368,-73.97312315
12/11/2015,BRONX,FALSE,18-24,M,BLACK,40.82258623,-73.90256503
12/11/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.57544324,-73.98779566
12/11/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.68304749,-73.96477896
12/10/2015,BROOKLYN,FALSE,25-44,F,BLACK,40.65758993,-73.91905921
12/10/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.65758993,-73.91905921
12/10/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.66778958,-73.90587205
12/10/2015,BRONX,FALSE,18-24,M,BLACK,40.84032556,-73.88914737
12/9/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.67414247,-73.93620459
12/9/2015,STATEN ISLAND,TRUE,65+,F,WHITE,40.53929753,-74.22078238
12/8/2015,BRONX,FALSE,18-24,M,BLACK,40.83064151,-73.87487738
12/8/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.66703113,-73.8842158
12/8/2015,MANHATTAN,FALSE,25-44,M,BLACK,40.73942331,-74.00462901
12/7/2015,BROOKLYN,TRUE,65+,M,ASIAN / PACIFIC ISLANDER,40.6359723,-74.01265515
12/7/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.68797059,-73.9419336
12/7/2015,STATEN ISLAND,FALSE,25-44,M,BLACK,40.62976139,-74.08124632
12/7/2015,STATEN ISLAND,FALSE,<18,M,BLACK,40.62976139,-74.08124632
12/7/2015,BRONX,FALSE,25-44,M,BLACK,40.87261147,-73.8545444
12/7/2015,QUEENS,FALSE,25-44,M,WHITE HISPANIC,40.74472598,-73.86785166
12/6/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.62366685,-73.97521472
12/6/2015,QUEENS,FALSE,25-44,M,WHITE HISPANIC,40.76397138,-73.88689822
12/6/2015,MANHATTAN,FALSE,18-24,M,WHITE HISPANIC,40.80873309,-73.94468788
12/5/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.63921663,-73.91935601
12/5/2015,QUEENS,FALSE,25-44,M,BLACK,40.59778836,-73.78344522
12/5/2015,MANHATTAN,FALSE,25-44,M,BLACK,40.80032176,-73.94671888
12/5/2015,QUEENS,FALSE,18-24,M,BLACK,40.69932416,-73.83157089
12/4/2015,BROOKLYN,FALSE,18-24,M,ASIAN / PACIFIC ISLANDER,40.6930432,-73.92827635
12/4/2015,MANHATTAN,FALSE,18-24,M,WHITE HISPANIC,40.86300382,-73.92425452
12/4/2015,BROOKLYN,FALSE,18-24,M,WHITE HISPANIC,40.68364551,-73.98977583
12/3/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.65737599,-73.9237372
12/3/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.65737599,-73.9237372
12/3/2015,BROOKLYN,FALSE,25-44,F,BLACK,40.65737599,-73.9237372
12/3/2015,BROOKLYN,TRUE,25-44,F,BLACK,40.65737599,-73.9237372
12/3/2015,BRONX,TRUE,25-44,M,BLACK,40.87058124,-73.86824559
12/3/2015,QUEENS,FALSE,25-44,M,BLACK,40.71100417,-73.78740182
12/3/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.64011911,-73.95423023
12/3/2015,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.84122315,-73.92076414
12/1/2015,BRONX,TRUE,25-44,F,BLACK,40.84421016,-73.85508336
12/1/2015,BRONX,FALSE,25-44,M,BLACK,40.8566122,-73.82645868
11/30/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.65683862,-73.90938756
11/30/2015,BRONX,FALSE,<18,F,WHITE HISPANIC,40.82886832,-73.87685185
11/29/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.6797116,-73.96168012
11/29/2015,BRONX,FALSE,25-44,F,WHITE HISPANIC,40.84198889,-73.92449394
11/28/2015,STATEN ISLAND,TRUE,18-24,M,BLACK,40.64098416,-74.08692477
11/28/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.69614921,-73.94256636
11/27/2015,BROOKLYN,FALSE,<18,M,BLACK,40.6947467,-73.97950128
11/27/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.66757467,-73.90729486
11/27/2015,BROOKLYN,TRUE,45-64,M,BLACK,40.66757467,-73.90729486
11/27/2015,BRONX,FALSE,18-24,M,BLACK,40.8308138,-73.89973284
11/27/2015,MANHATTAN,FALSE,18-24,M,WHITE,40.81662639,-73.94086058
11/26/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.67393179,-74.00522019
11/26/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.67393179,-74.00522019
11/26/2015,BRONX,FALSE,25-44,M,BLACK,40.87634501,-73.85132859
11/26/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.66806643,-73.90402019
11/26/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.66806643,-73.90402019
11/26/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.57516742,-73.99802812
11/26/2015,MANHATTAN,FALSE,18-24,M,BLACK,40.79678937,-73.93940305
11/26/2015,BRONX,FALSE,25-44,M,BLACK HISPANIC,40.83750763,-73.90292354
11/25/2015,BRONX,FALSE,<18,M,BLACK,40.83026878,-73.91485261
11/25/2015,BRONX,FALSE,25-44,M,BLACK,40.84231964,-73.88658905
11/25/2015,BRONX,FALSE,25-44,M,BLACK,40.84231964,-73.88658905
11/25/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.66772732,-73.88485555
11/25/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.69365747,-73.98332319
11/25/2015,BRONX,TRUE,18-24,M,BLACK,40.83222609,-73.90637864
11/25/2015,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.84231964,-73.88658905
11/25/2015,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.84231964,-73.88658905
11/24/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.65137233,-73.96344425
11/24/2015,BRONX,FALSE,18-24,M,BLACK,40.83111541,-73.93041174
11/24/2015,BRONX,TRUE,18-24,M,WHITE HISPANIC,40.84264697,-73.89368405
11/24/2015,BRONX,TRUE,18-24,M,WHITE HISPANIC,40.84264697,-73.89368405
11/22/2015,QUEENS,FALSE,18-24,M,BLACK,40.7546239,-73.9418358
11/22/2015,QUEENS,FALSE,18-24,M,BLACK,40.66488281,-73.74633781
11/22/2015,BRONX,FALSE,25-44,M,BLACK,40.83315417,-73.9091375
11/21/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.64601702,-73.94905939
11/21/2015,QUEENS,FALSE,25-44,M,BLACK,40.69587091,-73.82054701
11/21/2015,QUEENS,TRUE,25-44,M,WHITE,40.74260663,-73.91549174
11/20/2015,BROOKLYN,TRUE,45-64,M,BLACK,40.64806174,-73.94637064
11/20/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.69389791,-73.93600358
11/20/2015,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.86106407,-73.89344854
11/19/2015,BRONX,FALSE,25-44,M,BLACK,40.83341833,-73.91300198
11/19/2015,BRONX,FALSE,25-44,M,BLACK,40.83341833,-73.91300198
11/19/2015,BRONX,FALSE,25-44,M,BLACK,40.83341833,-73.91300198
11/19/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.65126064,-73.94049227
11/19/2015,BRONX,FALSE,18-24,M,BLACK HISPANIC,40.81834355,-73.9187456
11/18/2015,BROOKLYN,TRUE,45-64,M,BLACK,40.68380802,-73.98297411
11/17/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.6792844,-73.92905931
11/17/2015,MANHATTAN,FALSE,18-24,F,BLACK,40.74567162,-73.98962353
11/16/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.69918675,-73.91900533
11/16/2015,MANHATTAN,FALSE,18-24,M,BLACK,40.81721683,-73.95347259
11/16/2015,BRONX,FALSE,<18,M,BLACK,40.87861904,-73.8668996
11/16/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.6456472,-73.90287566
11/16/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.6456472,-73.90287566
11/16/2015,BRONX,FALSE,18-24,M,BLACK HISPANIC,40.87778939,-73.87383333
11/16/2015,QUEENS,FALSE,25-44,M,BLACK HISPANIC,40.74805162,-73.88002405
11/15/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.64533369,-73.96010464
11/15/2015,MANHATTAN,FALSE,25-44,M,BLACK,40.81310279,-73.94149727
11/15/2015,BROOKLYN,FALSE,25-44,M,WHITE HISPANIC,40.67364861,-73.87052435
11/14/2015,BRONX,FALSE,25-44,M,BLACK,40.87550352,-73.86051528
11/13/2015,STATEN ISLAND,FALSE,18-24,M,BLACK,40.63681841,-74.11865177
11/13/2015,BROOKLYN,FALSE,<18,M,BLACK,40.68654264,-73.92828627
11/13/2015,BROOKLYN,FALSE,45-64,M,BLACK,40.68654264,-73.92828627
11/11/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.7044897,-73.96459271
11/11/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.7044897,-73.96459271
11/11/2015,BRONX,FALSE,25-44,F,WHITE HISPANIC,40.85574212,-73.88982432
11/10/2015,BROOKLYN,TRUE,18-24,M,BLACK,40.64467831,-73.96168898
11/9/2015,BRONX,FALSE,25-44,M,BLACK,40.83315417,-73.9091375
11/9/2015,BRONX,FALSE,18-24,M,BLACK,40.83012856,-73.9144212
11/9/2015,MANHATTAN,TRUE,45-64,M,WHITE HISPANIC,40.7528629,-73.99298133
11/9/2015,MANHATTAN,FALSE,45-64,M,WHITE HISPANIC,40.7528629,-73.99298133
11/9/2015,MANHATTAN,TRUE,25-44,M,WHITE HISPANIC,40.7528629,-73.99298133
11/9/2015,MANHATTAN,FALSE,25-44,M,WHITE HISPANIC,40.7528629,-73.99298133
11/9/2015,MANHATTAN,TRUE,45-64,M,WHITE HISPANIC,40.7528629,-73.99298133
11/9/2015,MANHATTAN,FALSE,25-44,M,WHITE HISPANIC,40.7528629,-73.99298133
11/9/2015,MANHATTAN,FALSE,45-64,M,WHITE HISPANIC,40.7528629,-73.99298133
11/9/2015,MANHATTAN,TRUE,25-44,M,WHITE HISPANIC,40.7528629,-73.99298133
11/8/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.65236298,-73.92703215
11/8/2015,BROOKLYN,FALSE,18-24,F,BLACK HISPANIC,40.70932395,-73.95817585
11/8/2015,QUEENS,FALSE,25-44,M,WHITE HISPANIC,40.76877706,-73.82753235
11/7/2015,QUEENS,FALSE,18-24,F,BLACK,40.70676194,-73.73256175
11/7/2015,QUEENS,FALSE,18-24,M,BLACK,40.70676194,-73.73256175
11/7/2015,QUEENS,FALSE,18-24,F,BLACK,40.70676194,-73.73256175
11/7/2015,QUEENS,FALSE,18-24,M,BLACK,40.70676194,-73.73256175
11/7/2015,QUEENS,FALSE,25-44,M,BLACK,40.59601126,-73.74211638
11/7/2015,BRONX,FALSE,25-44,M,BLACK,40.83626611,-73.91132753
11/6/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.67077934,-73.89455889
11/6/2015,BROOKLYN,FALSE,<18,M,BLACK,40.68092725,-73.90864614
11/5/2015,QUEENS,FALSE,25-44,M,BLACK,40.70652752,-73.79199608
11/5/2015,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.8707175,-73.89189888
11/4/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.66067433,-73.91623868
11/4/2015,MANHATTAN,FALSE,25-44,M,BLACK,40.80661721,-73.93676598
11/4/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.66576852,-73.90880342
11/4/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.6675324,-73.86424962
11/4/2015,BROOKLYN,FALSE,18-24,M,WHITE HISPANIC,40.64301466,-74.00533083
11/4/2015,BROOKLYN,TRUE,25-44,M,WHITE HISPANIC,40.70045379,-73.91482771
11/2/2015,BRONX,FALSE,18-24,M,BLACK HISPANIC,40.8540632,-73.90478427
11/2/2015,BRONX,FALSE,18-24,M,BLACK HISPANIC,40.84597432,-73.89223908
11/2/2015,BRONX,FALSE,18-24,M,BLACK HISPANIC,40.8540632,-73.90478427
11/1/2015,MANHATTAN,FALSE,18-24,M,BLACK,40.80138711,-73.93270096
11/1/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.64115446,-73.92633298
11/1/2015,MANHATTAN,FALSE,25-44,M,BLACK,40.80138711,-73.93270096
11/1/2015,QUEENS,FALSE,<18,M,BLACK,40.60821634,-73.75464976
11/1/2015,BROOKLYN,TRUE,45-64,M,BLACK,40.67846284,-73.94864817
11/1/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.66660114,-73.90319142
10/31/2015,QUEENS,FALSE,25-44,M,ASIAN / PACIFIC ISLANDER,40.75174694,-73.88514953
10/31/2015,QUEENS,TRUE,18-24,M,BLACK,40.66123399,-73.74138396
10/31/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.6511497,-73.89503881
10/31/2015,BROOKLYN,FALSE,<18,M,BLACK,40.70368767,-73.93988148
10/31/2015,BRONX,FALSE,18-24,M,BLACK,40.87755968,-73.84876998
10/31/2015,BRONX,FALSE,18-24,M,BLACK HISPANIC,40.82145678,-73.86620145
10/31/2015,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.84678224,-73.89245961
10/31/2015,BROOKLYN,FALSE,18-24,M,WHITE HISPANIC,40.71124514,-73.95777065
10/30/2015,STATEN ISLAND,FALSE,25-44,M,BLACK,40.63935006,-74.08613422
10/30/2015,STATEN ISLAND,FALSE,25-44,M,BLACK,40.63935006,-74.08613422
10/30/2015,STATEN ISLAND,FALSE,<18,M,WHITE,40.54576524,-74.20383785
10/29/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.66293151,-73.919704
10/28/2015,MANHATTAN,TRUE,18-24,M,BLACK,40.80038552,-73.95470201
10/28/2015,MANHATTAN,FALSE,18-24,M,BLACK,40.80038552,-73.95470201
10/28/2015,BRONX,TRUE,25-44,M,BLACK,40.81144668,-73.91618508
10/28/2015,MANHATTAN,TRUE,25-44,M,BLACK,40.80038552,-73.95470201
10/28/2015,MANHATTAN,FALSE,25-44,M,BLACK,40.80038552,-73.95470201
10/27/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.65321493,-73.9204313
10/27/2015,MANHATTAN,FALSE,45-64,M,BLACK,40.80538609,-73.95358945
10/26/2015,BROOKLYN,TRUE,18-24,M,BLACK,40.6760829,-73.97165588
10/26/2015,BROOKLYN,TRUE,<18,M,BLACK,40.6760829,-73.97165588
10/26/2015,BROOKLYN,FALSE,<18,M,BLACK,40.6760829,-73.97165588
10/26/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.6760829,-73.97165588
10/26/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.65885465,-73.92169732
10/26/2015,BRONX,TRUE,25-44,F,BLACK,40.8236841,-73.9168923
10/25/2015,QUEENS,FALSE,25-44,M,BLACK,40.77768414,-73.77334427
10/25/2015,QUEENS,FALSE,18-24,M,BLACK,40.77768414,-73.77334427
10/25/2015,BRONX,TRUE,45-64,M,WHITE HISPANIC,40.86012363,-73.90282885
10/25/2015,QUEENS,FALSE,25-44,M,WHITE HISPANIC,40.75085501,-73.9460578
10/24/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.68932981,-73.94968055
10/24/2015,BROOKLYN,FALSE,25-44,F,BLACK,40.63235931,-73.88795149
10/24/2015,QUEENS,FALSE,45-64,M,BLACK,40.6764691,-73.8075135
10/24/2015,BROOKLYN,FALSE,45-64,M,BLACK HISPANIC,40.71252639,-73.9579024
10/24/2015,MANHATTAN,FALSE,25-44,M,BLACK HISPANIC,40.79700354,-73.93468574
10/23/2015,QUEENS,FALSE,25-44,M,BLACK,40.77486094,-73.93383258
10/23/2015,QUEENS,FALSE,25-44,M,BLACK,40.77486094,-73.93383258
10/22/2015,MANHATTAN,FALSE,25-44,M,BLACK HISPANIC,40.8092509,-73.93914471
10/22/2015,BRONX,TRUE,18-24,F,WHITE HISPANIC,40.86122161,-73.86020247
10/22/2015,MANHATTAN,FALSE,25-44,M,WHITE HISPANIC,40.77428966,-73.98711837
10/20/2015,MANHATTAN,TRUE,25-44,M,BLACK,40.79674894,-73.92919418
10/20/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.62291405,-73.93608402
10/20/2015,BRONX,FALSE,25-44,M,BLACK HISPANIC,40.81747389,-73.89636185
10/20/2015,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.82616339,-73.87115327
10/19/2015,MANHATTAN,FALSE,45-64,M,BLACK,40.80339363,-73.93814411
10/19/2015,MANHATTAN,FALSE,25-44,M,WHITE HISPANIC,40.84773351,-73.93307945
10/18/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.70291664,-73.99444005
10/18/2015,BRONX,FALSE,25-44,M,BLACK,40.81671827,-73.91166292
10/18/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.70291664,-73.99444005
10/18/2015,QUEENS,FALSE,18-24,M,BLACK,40.67348312,-73.80539763
10/18/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.67141261,-73.88151014
10/18/2015,BROOKLYN,FALSE,25-44,M,WHITE,40.71713115,-73.9473594
10/17/2015,MANHATTAN,FALSE,18-24,M,BLACK,40.80270732,-73.94918759
10/17/2015,BROOKLYN,FALSE,45-64,M,BLACK,40.65553981,-73.88409744
10/17/2015,QUEENS,FALSE,25-44,M,BLACK,40.70137544,-73.79187218
10/17/2015,QUEENS,TRUE,25-44,M,BLACK,40.69850389,-73.79158542
10/17/2015,MANHATTAN,FALSE,18-24,M,BLACK HISPANIC,40.81641046,-73.95894558
10/17/2015,BRONX,TRUE,18-24,M,WHITE HISPANIC,40.82735645,-73.86018961
10/16/2015,BRONX,FALSE,45-64,M,WHITE HISPANIC,40.8042297,-73.91133883
10/14/2015,MANHATTAN,FALSE,25-44,M,BLACK,40.82096456,-73.94147907
10/14/2015,MANHATTAN,FALSE,25-44,M,BLACK,40.82096456,-73.94147907
10/14/2015,QUEENS,FALSE,25-44,M,BLACK,40.67221122,-73.80872625
10/14/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.6459268,-73.96144435
10/14/2015,STATEN ISLAND,FALSE,18-24,M,BLACK HISPANIC,40.5957526,-74.07791221
10/13/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.65714575,-73.90364485
10/13/2015,BRONX,FALSE,18-24,M,BLACK HISPANIC,40.83308836,-73.91630621
10/12/2015,MANHATTAN,FALSE,25-44,F,BLACK,40.7395293,-73.98967524
10/12/2015,MANHATTAN,TRUE,25-44,F,BLACK,40.7395293,-73.98967524
10/12/2015,MANHATTAN,TRUE,18-24,F,BLACK,40.7395293,-73.98967524
10/12/2015,MANHATTAN,FALSE,18-24,F,BLACK,40.7395293,-73.98967524
10/12/2015,MANHATTAN,FALSE,25-44,F,WHITE,40.7395293,-73.98967524
10/12/2015,MANHATTAN,TRUE,25-44,F,WHITE,40.7395293,-73.98967524
10/11/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.6878789,-73.97834863
10/11/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.66366549,-73.90145111
10/10/2015,QUEENS,FALSE,25-44,M,BLACK,40.68139736,-73.75584163
10/10/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.65652487,-73.9163617
10/10/2015,BRONX,FALSE,25-44,M,WHITE HISPANIC,40.85359837,-73.90057688
10/9/2015,BRONX,FALSE,18-24,M,BLACK,40.84962843,-73.88530946
10/9/2015,BRONX,FALSE,25-44,M,BLACK,40.85014079,-73.91161741
10/9/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.66806643,-73.90402019
10/9/2015,BRONX,TRUE,45-64,M,BLACK HISPANIC,40.88679145,-73.82565365
10/9/2015,BRONX,FALSE,<18,M,WHITE HISPANIC,40.837782,-73.91945661
10/8/2015,BROOKLYN,TRUE,18-24,M,BLACK,40.64412819,-73.94305346
10/8/2015,BRONX,FALSE,18-24,M,WHITE HISPANIC,40.88312653,-73.87977465
10/6/2015,BROOKLYN,FALSE,45-64,M,BLACK,40.70577652,-73.93100627
10/6/2015,BROOKLYN,TRUE,45-64,M,BLACK,40.70577652,-73.93100627
10/6/2015,BROOKLYN,FALSE,<18,M,BLACK HISPANIC,40.69516521,-73.92001251
10/6/2015,BROOKLYN,TRUE,45-64,M,WHITE,40.70577652,-73.93100627
10/6/2015,BROOKLYN,TRUE,<18,F,WHITE,40.70577652,-73.93100627
10/6/2015,BROOKLYN,FALSE,45-64,M,WHITE,40.70577652,-73.93100627
10/6/2015,BROOKLYN,FALSE,<18,F,WHITE,40.70577652,-73.93100627
10/5/2015,BROOKLYN,TRUE,25-44,M,BLACK,40.65915599,-73.91640233
10/5/2015,BRONX,FALSE,45-64,M,WHITE HISPANIC,40.80592791,-73.92322114
10/4/2015,STATEN ISLAND,TRUE,25-44,M,BLACK,40.61542439,-74.08435058
10/4/2015,QUEENS,TRUE,25-44,M,BLACK,40.67988914,-73.82001721
10/4/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.6920685,-73.93237137
10/4/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.6388806,-73.94393891
10/4/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.65729602,-73.95318023
10/4/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.7014073,-73.983807
10/4/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.65729602,-73.95318023
10/4/2015,BRONX,TRUE,25-44,F,WHITE HISPANIC,40.86374471,-73.89888826
10/3/2015,BROOKLYN,FALSE,25-44,M,BLACK,40.68566329,-73.95547336
10/2/2015,BRONX,FALSE,25-44,M,BLACK,40.83384588,-73.91585987
10/1/2015,QUEENS,FALSE,25-44,M,BLACK,40.69350432,-73.7349021
9/30/2015,BRONX,TRUE,18-24,M,BLACK,40.83707221,-73.85015962
9/29/2015,BRONX,FALSE,18-24,M,BLACK,40.82628742,-73.87672655
9/29/2015,BROOKLYN,FALSE,18-24,M,WHITE HISPANIC,40.67750353,-73.91034889
9/28/2015,MANHATTAN,FALSE,25-44,M,BLACK,40.81667027,-73.93899251
9/28/2015,BROOKLYN,FALSE,18-24,M,BLACK,40.69607872,-73.95270154
9/27/2015,MANHATTAN,TRUE,18-24,M,BLACK,40.80171764,-73.93435152
9/27/2015,QUEENS,FALSE,25-44,M,BLACK,40.70234157,-73.76612531
9/26/2015,MANHATTAN,TRUE,18-24,M,ASIAN / PACIFIC ISLANDER,40.70998316,-73.99644292
9/26/2015,MANHATTAN,TRUE,18-24,M,ASIAN / PACIFIC ISLANDER,40.70998316,-73.99644292
9/26/2015,MANHATTAN,TRUE,18-24,M,ASIAN / PACIFIC ISLANDER,40.70998316,-73.99644292
9/26/2015,MANHATTAN,TRUE,18-24,M,ASIAN / PACIFIC ISLANDER,40.70998316,-73.99644292
9/26/2015,BRONX,FALSE,18-24,M,BLACK,40.82736774,-73.90240604
9/26/2015,BRONX,FALSE,18-24,M,BLACK,40.82736774,-73.90240604
9/26/2015,BRONX,FALSE,18-24,M,BLACK,40.82736774,-73.90240604
9/26/2015,BRONX,FALSE,18-24,M,BLACK,40.82736774,-73.90240604
